year,overall_rating,player_name
2011,79.0,Diego Perotti
2012,77.0,Diego Perotti
2013,75.6,Diego Perotti
2014,74.85714285714286,Diego Perotti
2015,78.0,Diego Perotti
2016,79.0,Diego Perotti
2007,67.0,Jefferson
2008,68.0,Jefferson
2009,66.0,Jefferson
2010,64.0,Jefferson
2013,64.0,Jefferson
2014,63.0,Jefferson
2015,64.4,Jefferson
2016,65.0,Jefferson
2007,69.0,Felipe Pardo
2013,69.75,Felipe Pardo
2014,72.0,Felipe Pardo
2015,75.6,Felipe Pardo
2016,78.0,Felipe Pardo
2007,59.0,Kyriakos Papadopoulos
2008,60.0,Kyriakos Papadopoulos
2009,66.0,Kyriakos Papadopoulos
2010,71.0,Kyriakos Papadopoulos
2011,75.0,Kyriakos Papadopoulos
2012,77.0,Kyriakos Papadopoulos
2013,78.0,Kyriakos Papadopoulos
2014,77.8,Kyriakos Papadopoulos
2015,77.8,Kyriakos Papadopoulos
2016,78.0,Kyriakos Papadopoulos
2007,70.0,Gilles Binya
2008,70.0,Gilles Binya
2009,68.0,Gilles Binya
2010,63.5,Gilles Binya
2011,62.0,Gilles Binya
2014,62.0,Gilles Binya
2015,67.0,Gilles Binya
2007,63.5,Cassio
2008,62.0,Cassio
2009,66.0,Cassio
2010,70.0,Cassio
2011,68.0,Cassio
2012,72.0,Cassio
2013,77.66666666666667,Cassio
2014,77.0,Cassio
2007,60.0,Freek Heerkens
2014,60.0,Freek Heerkens
2015,63.4,Freek Heerkens
2016,65.0,Freek Heerkens
2007,65.0,Jonathan Reis
2008,65.0,Jonathan Reis
2009,65.5,Jonathan Reis
2010,69.0,Jonathan Reis
2011,75.0,Jonathan Reis
2012,74.0,Jonathan Reis
2013,72.0,Jonathan Reis
2007,63.0,Genero Zeefuik
2010,63.0,Genero Zeefuik
2011,63.5,Genero Zeefuik
2012,67.5,Genero Zeefuik
2013,67.33333333333333,Genero Zeefuik
2014,65.5,Genero Zeefuik
2007,64.0,Oier Olazabal
2008,64.0,Oier Olazabal
2010,64.0,Oier Olazabal
2011,65.0,Oier Olazabal
2012,65.0,Oier Olazabal
2013,65.66666666666667,Oier Olazabal
2014,67.0,Oier Olazabal
2015,69.75,Oier Olazabal
2007,64.0,Jonathan Lopez
2014,64.0,Jonathan Lopez
2015,66.0,Jonathan Lopez
2007,66.0,Dame N'Doye
2009,65.5,Dame N'Doye
2010,72.0,Dame N'Doye
2011,77.5,Dame N'Doye
2012,78.0,Dame N'Doye
2013,76.0,Dame N'Doye
2014,78.5,Dame N'Doye
2015,77.8,Dame N'Doye
2016,76.33333333333333,Dame N'Doye
2007,58.0,Javi Flores
2008,54.0,Javi Flores
2009,60.5,Javi Flores
2010,61.0,Javi Flores
2011,64.0,Javi Flores
2012,64.0,Javi Flores
2013,63.57142857142857,Javi Flores
2014,63.0,Javi Flores
2007,71.0,Manu Herrera
2008,66.0,Manu Herrera
2009,64.0,Manu Herrera
2010,65.5,Manu Herrera
2011,66.0,Manu Herrera
2012,67.0,Manu Herrera
2013,73.66666666666667,Manu Herrera
2014,75.66666666666667,Manu Herrera
2015,73.33333333333333,Manu Herrera
2007,53.0,Asier Goiria
2008,71.0,Asier Goiria
2009,70.0,Asier Goiria
2010,65.0,Asier Goiria
2011,63.0,Asier Goiria
2012,61.5,Asier Goiria
2013,60.0,Asier Goiria
2014,60.0,Asier Goiria
2007,67.0,Guyon Fernandez
2010,67.0,Guyon Fernandez
2011,67.5,Guyon Fernandez
2012,67.0,Guyon Fernandez
2013,66.0,Guyon Fernandez
2014,66.66666666666667,Guyon Fernandez
2015,66.28571428571429,Guyon Fernandez
2007,61.0,Tunay Torun
2008,61.0,Tunay Torun
2009,64.0,Tunay Torun
2010,66.0,Tunay Torun
2011,67.0,Tunay Torun
2012,68.0,Tunay Torun
2013,68.0,Tunay Torun
2014,68.33333333333333,Tunay Torun
2015,72.0,Tunay Torun
2016,73.0,Tunay Torun
2007,62.0,Neil Taylor
2010,62.0,Neil Taylor
2011,65.5,Neil Taylor
2012,70.5,Neil Taylor
2013,72.5,Neil Taylor
2014,71.83333333333333,Neil Taylor
2015,73.0,Neil Taylor
2016,74.0,Neil Taylor
2007,65.0,Mario Martinez
2008,69.0,Mario Martinez
2009,67.5,Mario Martinez
2010,66.5,Mario Martinez
2011,62.0,Mario Martinez
2016,63.0,Mario Martinez
2007,68.0,Alberto Garcia
2008,68.0,Alberto Garcia
2009,59.0,Alberto Garcia
2010,60.5,Alberto Garcia
2011,63.5,Alberto Garcia
2012,66.5,Alberto Garcia
2013,67.0,Alberto Garcia
2014,67.0,Alberto Garcia
2015,68.66666666666667,Alberto Garcia
2016,67.0,Alberto Garcia
2007,70.0,Adrian Colunga
2008,70.0,Adrian Colunga
2009,74.0,Adrian Colunga
2010,74.0,Adrian Colunga
2011,73.0,Adrian Colunga
2012,71.0,Adrian Colunga
2013,73.0,Adrian Colunga
2014,72.8,Adrian Colunga
2015,70.8,Adrian Colunga
2016,70.0,Adrian Colunga
2007,44.0,Will Atkinson
2008,44.0,Will Atkinson
2009,43.0,Will Atkinson
2010,46.0,Will Atkinson
2011,58.0,Will Atkinson
2012,57.0,Will Atkinson
2013,57.25,Will Atkinson
2014,58.0,Will Atkinson
2015,59.666666666666664,Will Atkinson
2016,61.0,Will Atkinson
2007,50.0,Antonio Apono
2008,64.0,Antonio Apono
2009,70.5,Antonio Apono
2010,76.0,Antonio Apono
2011,75.0,Antonio Apono
2012,74.0,Antonio Apono
2013,74.83333333333333,Antonio Apono
2014,73.0,Antonio Apono
2007,64.0,Manuel Castro Pavon
2008,68.0,Manuel Castro Pavon
2009,66.0,Manuel Castro Pavon
2010,64.0,Manuel Castro Pavon
2011,65.0,Manuel Castro Pavon
2012,64.5,Manuel Castro Pavon
2013,66.2,Manuel Castro Pavon
2014,64.5,Manuel Castro Pavon
2015,66.0,Manuel Castro Pavon
2007,75.5,Mario Bermejo
2008,70.0,Mario Bermejo
2009,73.0,Mario Bermejo
2010,72.0,Mario Bermejo
2011,71.5,Mario Bermejo
2012,69.5,Mario Bermejo
2013,68.5,Mario Bermejo
2014,68.0,Mario Bermejo
2007,65.0,Carlos Martinez
2008,65.0,Carlos Martinez
2009,63.0,Carlos Martinez
2010,65.5,Carlos Martinez
2011,72.5,Carlos Martinez
2012,71.5,Carlos Martinez
2013,73.66666666666667,Carlos Martinez
2014,76.75,Carlos Martinez
2015,78.0,Carlos Martinez
2007,67.0,Markel Bergara
2008,67.0,Markel Bergara
2009,67.0,Markel Bergara
2010,67.0,Markel Bergara
2011,68.0,Markel Bergara
2012,68.0,Markel Bergara
2013,71.8,Markel Bergara
2014,76.2,Markel Bergara
2015,74.5,Markel Bergara
2016,76.0,Markel Bergara
2007,62.0,Borja Viguera
2009,62.0,Borja Viguera
2010,62.0,Borja Viguera
2011,63.0,Borja Viguera
2013,62.0,Borja Viguera
2014,69.75,Borja Viguera
2015,72.5,Borja Viguera
2007,68.0,Vasco Fernandes
2008,67.0,Vasco Fernandes
2009,68.0,Vasco Fernandes
2010,64.5,Vasco Fernandes
2011,68.0,Vasco Fernandes
2012,68.0,Vasco Fernandes
2013,68.66666666666667,Vasco Fernandes
2007,68.0,Cristian Bustos
2008,64.0,Cristian Bustos
2009,67.0,Cristian Bustos
2010,63.0,Cristian Bustos
2011,67.0,Cristian Bustos
2012,67.5,Cristian Bustos
2013,68.28571428571429,Cristian Bustos
2014,64.0,Cristian Bustos
2015,64.0,Cristian Bustos
2007,70.0,Sergio Pelegrin
2008,65.0,Sergio Pelegrin
2009,68.0,Sergio Pelegrin
2010,66.0,Sergio Pelegrin
2011,69.5,Sergio Pelegrin
2012,71.5,Sergio Pelegrin
2013,72.0,Sergio Pelegrin
2014,73.0,Sergio Pelegrin
2015,75.0,Sergio Pelegrin
2007,71.0,David Rodriguez
2008,67.0,David Rodriguez
2009,68.0,David Rodriguez
2010,67.0,David Rodriguez
2011,72.0,David Rodriguez
2012,71.0,David Rodriguez
2013,68.5,David Rodriguez
2014,68.0,David Rodriguez
2015,70.0,David Rodriguez
2007,65.0,Eke Uzoma
2008,65.0,Eke Uzoma
2009,67.0,Eke Uzoma
2010,64.0,Eke Uzoma
2011,61.0,Eke Uzoma
2012,61.0,Eke Uzoma
2014,61.0,Eke Uzoma
2007,50.0,Foued Kadir
2008,50.0,Foued Kadir
2009,61.0,Foued Kadir
2010,65.0,Foued Kadir
2011,66.0,Foued Kadir
2012,72.0,Foued Kadir
2013,74.5,Foued Kadir
2014,73.85714285714286,Foued Kadir
2015,72.25,Foued Kadir
2007,64.0,Helder Tiago Guedes
2009,64.0,Helder Tiago Guedes
2014,65.5,Helder Tiago Guedes
2015,66.83333333333333,Helder Tiago Guedes
2016,71.33333333333333,Helder Tiago Guedes
2007,61.0,Stefan Nijland
2008,63.0,Stefan Nijland
2009,67.0,Stefan Nijland
2010,69.0,Stefan Nijland
2011,68.0,Stefan Nijland
2012,67.0,Stefan Nijland
2013,66.0,Stefan Nijland
2014,66.0,Stefan Nijland
2015,68.0,Stefan Nijland
2016,69.0,Stefan Nijland
2007,63.0,Fouad Idabdelhay
2008,63.0,Fouad Idabdelhay
2009,66.0,Fouad Idabdelhay
2010,65.5,Fouad Idabdelhay
2011,65.0,Fouad Idabdelhay
2007,64.0,Manuel Pascali
2008,64.0,Manuel Pascali
2009,64.0,Manuel Pascali
2010,62.5,Manuel Pascali
2011,67.0,Manuel Pascali
2012,67.0,Manuel Pascali
2013,64.33333333333333,Manuel Pascali
2014,64.42857142857143,Manuel Pascali
2015,62.0,Manuel Pascali
2007,59.0,Salva Sevilla
2008,68.0,Salva Sevilla
2009,71.0,Salva Sevilla
2010,71.0,Salva Sevilla
2011,74.5,Salva Sevilla
2012,72.5,Salva Sevilla
2013,74.16666666666667,Salva Sevilla
2014,74.0,Salva Sevilla
2015,74.4,Salva Sevilla
2016,75.0,Salva Sevilla
2007,64.0,Carlos Calvo
2008,63.0,Carlos Calvo
2009,66.5,Carlos Calvo
2010,71.0,Carlos Calvo
2011,67.5,Carlos Calvo
2012,68.0,Carlos Calvo
2013,67.33333333333333,Carlos Calvo
2015,66.0,Carlos Calvo
2007,52.0,Rodnei
2008,52.0,Rodnei
2009,65.0,Rodnei
2010,70.5,Rodnei
2011,73.5,Rodnei
2012,73.0,Rodnei
2013,71.0,Rodnei
2014,69.2,Rodnei
2015,66.25,Rodnei
2016,66.0,Rodnei
2007,68.0,Diego Buonanotte
2008,74.0,Diego Buonanotte
2009,75.0,Diego Buonanotte
2010,75.5,Diego Buonanotte
2011,75.5,Diego Buonanotte
2012,75.5,Diego Buonanotte
2013,73.36363636363636,Diego Buonanotte
2014,73.0,Diego Buonanotte
2015,73.0,Diego Buonanotte
2007,69.0,Ciprian Tatarusanu
2010,69.0,Ciprian Tatarusanu
2011,69.0,Ciprian Tatarusanu
2012,69.0,Ciprian Tatarusanu
2013,73.14285714285714,Ciprian Tatarusanu
2014,74.0,Ciprian Tatarusanu
2015,75.0,Ciprian Tatarusanu
2016,75.0,Ciprian Tatarusanu
2007,62.0,Davide Astori
2008,62.0,Davide Astori
2009,69.0,Davide Astori
2010,73.5,Davide Astori
2011,77.5,Davide Astori
2012,79.0,Davide Astori
2013,79.33333333333333,Davide Astori
2014,78.22222222222223,Davide Astori
2015,78.2,Davide Astori
2016,79.0,Davide Astori
2007,64.0,Elinton Andrade
2009,64.0,Elinton Andrade
2010,66.5,Elinton Andrade
2011,69.0,Elinton Andrade
2012,68.0,Elinton Andrade
2013,68.0,Elinton Andrade
2007,70.0,Raul Rusescu
2013,71.2,Raul Rusescu
2014,72.0,Raul Rusescu
2015,70.16666666666667,Raul Rusescu
2016,69.0,Raul Rusescu
2007,48.0,Andy King
2008,48.0,Andy King
2009,63.0,Andy King
2010,65.0,Andy King
2011,69.5,Andy King
2012,69.0,Andy King
2013,69.0,Andy King
2014,68.66666666666667,Andy King
2015,70.0,Andy King
2016,70.0,Andy King
2007,74.0,Gabriel Torje
2010,74.0,Gabriel Torje
2011,73.0,Gabriel Torje
2012,72.5,Gabriel Torje
2013,72.0,Gabriel Torje
2014,72.0,Gabriel Torje
2015,72.75,Gabriel Torje
2016,74.0,Gabriel Torje
2007,67.0,Costel Pantilimon
2009,67.0,Costel Pantilimon
2010,67.0,Costel Pantilimon
2011,70.0,Costel Pantilimon
2012,74.0,Costel Pantilimon
2013,74.0,Costel Pantilimon
2014,74.6,Costel Pantilimon
2015,75.0,Costel Pantilimon
2016,76.0,Costel Pantilimon
2007,82.0,Yevheniy Konoplyanka
2015,82.0,Yevheniy Konoplyanka
2016,82.0,Yevheniy Konoplyanka
2007,54.0,Johny Placide
2008,56.0,Johny Placide
2009,68.0,Johny Placide
2010,69.0,Johny Placide
2011,69.5,Johny Placide
2012,69.5,Johny Placide
2013,69.0,Johny Placide
2014,71.0,Johny Placide
2015,74.0,Johny Placide
2016,70.25,Johny Placide
2007,47.0,Jean-Armel Kana-Biyik
2008,47.0,Jean-Armel Kana-Biyik
2009,58.0,Jean-Armel Kana-Biyik
2010,60.0,Jean-Armel Kana-Biyik
2011,73.5,Jean-Armel Kana-Biyik
2012,75.5,Jean-Armel Kana-Biyik
2013,76.0,Jean-Armel Kana-Biyik
2014,75.6,Jean-Armel Kana-Biyik
2015,75.0,Jean-Armel Kana-Biyik
2016,74.0,Jean-Armel Kana-Biyik
2007,60.0,Bouchaib El Moubarki
2008,60.0,Bouchaib El Moubarki
2007,60.0,Jules Stephane Goda
2008,60.0,Jules Stephane Goda
2009,60.0,Jules Stephane Goda
2011,60.0,Jules Stephane Goda
2012,60.0,Jules Stephane Goda
2014,60.0,Jules Stephane Goda
2015,60.4,Jules Stephane Goda
2007,63.0,Kafoumba Coulibaly
2008,63.0,Kafoumba Coulibaly
2009,69.0,Kafoumba Coulibaly
2010,65.0,Kafoumba Coulibaly
2011,70.0,Kafoumba Coulibaly
2012,62.0,Kafoumba Coulibaly
2014,62.0,Kafoumba Coulibaly
2015,61.0,Kafoumba Coulibaly
2007,50.0,Michael Zullo
2008,62.0,Michael Zullo
2009,63.0,Michael Zullo
2010,62.5,Michael Zullo
2011,61.0,Michael Zullo
2012,63.0,Michael Zullo
2013,64.0,Michael Zullo
2014,63.666666666666664,Michael Zullo
2015,67.0,Michael Zullo
2016,67.0,Michael Zullo
2007,55.0,Robbie Kruse
2008,61.0,Robbie Kruse
2009,59.0,Robbie Kruse
2010,60.0,Robbie Kruse
2011,65.0,Robbie Kruse
2012,66.5,Robbie Kruse
2013,73.5,Robbie Kruse
2014,74.0,Robbie Kruse
2015,73.4,Robbie Kruse
2016,73.0,Robbie Kruse
2007,66.0,Felipe Saad
2008,63.0,Felipe Saad
2009,64.0,Felipe Saad
2010,63.0,Felipe Saad
2011,64.0,Felipe Saad
2012,64.0,Felipe Saad
2013,64.0,Felipe Saad
2014,64.0,Felipe Saad
2015,65.0,Felipe Saad
2007,51.0,Herve Bazile
2009,51.0,Herve Bazile
2010,55.0,Herve Bazile
2011,55.0,Herve Bazile
2012,65.0,Herve Bazile
2014,65.0,Herve Bazile
2015,68.16666666666667,Herve Bazile
2016,70.0,Herve Bazile
2007,54.0,Stephan Andrist
2010,54.0,Stephan Andrist
2011,60.0,Stephan Andrist
2012,65.0,Stephan Andrist
2013,63.22222222222222,Stephan Andrist
2014,64.0,Stephan Andrist
2015,64.0,Stephan Andrist
2007,64.0,Milos Krstic
2008,64.0,Milos Krstic
2009,64.0,Milos Krstic
2012,64.0,Milos Krstic
2013,63.0,Milos Krstic
2007,73.0,Adamo Coulibaly
2013,73.0,Adamo Coulibaly
2014,69.5,Adamo Coulibaly
2015,69.0,Adamo Coulibaly
2007,66.0,Younousse Sankhare
2008,63.0,Younousse Sankhare
2009,63.0,Younousse Sankhare
2010,67.5,Younousse Sankhare
2011,67.5,Younousse Sankhare
2012,69.5,Younousse Sankhare
2013,69.0,Younousse Sankhare
2014,71.25,Younousse Sankhare
2015,74.5,Younousse Sankhare
2016,74.33333333333333,Younousse Sankhare
2007,65.0,Manuel Pamic
2008,65.0,Manuel Pamic
2009,64.5,Manuel Pamic
2010,65.0,Manuel Pamic
2011,67.0,Manuel Pamic
2013,66.66666666666667,Manuel Pamic
2014,66.75,Manuel Pamic
2015,66.0,Manuel Pamic
2007,63.0,Ben Hutchinson
2008,63.0,Ben Hutchinson
2009,64.0,Ben Hutchinson
2010,61.5,Ben Hutchinson
2011,58.5,Ben Hutchinson
2013,58.666666666666664,Ben Hutchinson
2014,56.666666666666664,Ben Hutchinson
2007,61.0,Siem de Jong
2008,61.0,Siem de Jong
2009,67.5,Siem de Jong
2010,73.0,Siem de Jong
2011,74.0,Siem de Jong
2012,75.5,Siem de Jong
2013,78.0,Siem de Jong
2014,77.0,Siem de Jong
2015,76.5,Siem de Jong
2016,76.0,Siem de Jong
2007,65.0,Emilio Nsue
2008,69.0,Emilio Nsue
2009,68.5,Emilio Nsue
2010,68.0,Emilio Nsue
2011,73.0,Emilio Nsue
2012,72.0,Emilio Nsue
2013,72.0,Emilio Nsue
2014,71.0,Emilio Nsue
2015,69.25,Emilio Nsue
2016,70.5,Emilio Nsue
2007,71.0,Juanfran
2008,71.0,Juanfran
2009,65.0,Juanfran
2010,65.0,Juanfran
2011,65.5,Juanfran
2012,67.5,Juanfran
2013,72.0,Juanfran
2014,71.83333333333333,Juanfran
2015,73.57142857142857,Juanfran
2016,74.0,Juanfran
2007,70.0,Facundo Parra
2012,70.0,Facundo Parra
2013,69.85714285714286,Facundo Parra
2015,69.0,Facundo Parra
2007,53.0,Arnold Bouka Moutou
2008,53.0,Arnold Bouka Moutou
2012,52.5,Arnold Bouka Moutou
2013,57.8,Arnold Bouka Moutou
2014,63.666666666666664,Arnold Bouka Moutou
2015,65.75,Arnold Bouka Moutou
2016,70.0,Arnold Bouka Moutou
2007,58.0,Tony Varela
2009,58.0,Tony Varela
2010,63.0,Tony Varela
2014,63.0,Tony Varela
2015,63.0,Tony Varela
2007,62.0,Jerge Hoefdraad
2015,62.0,Jerge Hoefdraad
2016,62.0,Jerge Hoefdraad
2007,60.0,Kelvin Maynard
2008,60.0,Kelvin Maynard
2010,60.0,Kelvin Maynard
2014,60.0,Kelvin Maynard
2015,63.0,Kelvin Maynard
2007,52.0,Gerson Sheotahul
2008,52.0,Gerson Sheotahul
2009,57.5,Gerson Sheotahul
2010,64.0,Gerson Sheotahul
2011,64.0,Gerson Sheotahul
2007,69.0,Ruud Boffin
2010,69.0,Ruud Boffin
2011,69.0,Ruud Boffin
2014,69.0,Ruud Boffin
2015,70.4,Ruud Boffin
2016,72.33333333333333,Ruud Boffin
2007,60.0,Bas Dost
2008,60.0,Bas Dost
2009,65.0,Bas Dost
2010,71.0,Bas Dost
2011,70.0,Bas Dost
2012,75.0,Bas Dost
2013,77.33333333333333,Bas Dost
2014,75.6,Bas Dost
2015,76.75,Bas Dost
2016,79.0,Bas Dost
2007,63.0,Teddy Chevalier
2009,63.0,Teddy Chevalier
2010,67.0,Teddy Chevalier
2011,67.0,Teddy Chevalier
2012,67.0,Teddy Chevalier
2013,68.66666666666667,Teddy Chevalier
2014,67.25,Teddy Chevalier
2015,70.625,Teddy Chevalier
2016,68.0,Teddy Chevalier
2007,63.0,Bojan Jorgacevic
2008,66.0,Bojan Jorgacevic
2009,71.0,Bojan Jorgacevic
2010,71.0,Bojan Jorgacevic
2011,72.0,Bojan Jorgacevic
2012,71.5,Bojan Jorgacevic
2013,70.0,Bojan Jorgacevic
2007,57.0,Roberto Rosales
2008,63.0,Roberto Rosales
2009,65.0,Roberto Rosales
2010,69.0,Roberto Rosales
2011,72.0,Roberto Rosales
2012,72.0,Roberto Rosales
2013,72.75,Roberto Rosales
2014,73.0,Roberto Rosales
2015,75.0,Roberto Rosales
2016,76.0,Roberto Rosales
2007,51.0,Sebastien Bruzzese
2008,51.0,Sebastien Bruzzese
2009,53.5,Sebastien Bruzzese
2010,60.5,Sebastien Bruzzese
2011,65.0,Sebastien Bruzzese
2012,65.0,Sebastien Bruzzese
2013,65.42857142857143,Sebastien Bruzzese
2014,66.0,Sebastien Bruzzese
2015,67.66666666666667,Sebastien Bruzzese
2016,69.0,Sebastien Bruzzese
2007,63.0,Vusumuzi Prince Nyoni
2008,63.0,Vusumuzi Prince Nyoni
2009,64.0,Vusumuzi Prince Nyoni
2010,66.0,Vusumuzi Prince Nyoni
2011,64.0,Vusumuzi Prince Nyoni
2012,64.5,Vusumuzi Prince Nyoni
2013,66.25,Vusumuzi Prince Nyoni
2014,64.5,Vusumuzi Prince Nyoni
2007,52.0,"Cyprien Baguette,23"
2008,52.0,"Cyprien Baguette,23"
2010,55.0,"Cyprien Baguette,23"
2011,58.0,"Cyprien Baguette,23"
2012,58.0,"Cyprien Baguette,23"
2007,65.0,Geoffrey Mujangi Bia
2008,65.0,Geoffrey Mujangi Bia
2009,67.0,Geoffrey Mujangi Bia
2010,67.5,Geoffrey Mujangi Bia
2011,66.5,Geoffrey Mujangi Bia
2012,68.5,Geoffrey Mujangi Bia
2013,67.625,Geoffrey Mujangi Bia
2014,71.25,Geoffrey Mujangi Bia
2015,72.66666666666667,Geoffrey Mujangi Bia
2016,75.0,Geoffrey Mujangi Bia
2007,60.0,Brice Jovial
2010,62.0,Brice Jovial
2011,67.0,Brice Jovial
2012,71.0,Brice Jovial
2013,70.0,Brice Jovial
2007,51.0,Nill De Pauw
2008,51.0,Nill De Pauw
2009,65.0,Nill De Pauw
2010,63.0,Nill De Pauw
2011,67.0,Nill De Pauw
2012,67.0,Nill De Pauw
2013,69.1,Nill De Pauw
2014,70.0,Nill De Pauw
2015,70.33333333333333,Nill De Pauw
2007,60.0,Benjamin Mokulu Tembe
2010,61.5,Benjamin Mokulu Tembe
2011,66.0,Benjamin Mokulu Tembe
2012,66.5,Benjamin Mokulu Tembe
2013,67.33333333333333,Benjamin Mokulu Tembe
2014,68.0,Benjamin Mokulu Tembe
2015,69.5,Benjamin Mokulu Tembe
2016,70.0,Benjamin Mokulu Tembe
2007,60.0,Robin Henkens
2008,60.0,Robin Henkens
2009,60.0,Robin Henkens
2011,60.0,Robin Henkens
2012,66.0,Robin Henkens
2013,65.0,Robin Henkens
2014,64.83333333333333,Robin Henkens
2015,65.0,Robin Henkens
2016,65.0,Robin Henkens
2007,55.0,David Hubert
2008,55.0,David Hubert
2009,62.0,David Hubert
2010,65.0,David Hubert
2011,67.5,David Hubert
2012,70.0,David Hubert
2013,69.0,David Hubert
2014,68.0,David Hubert
2015,67.0,David Hubert
2016,68.0,David Hubert
2007,56.0,Giel Deferm
2009,56.0,Giel Deferm
2010,59.0,Giel Deferm
2011,63.0,Giel Deferm
2012,63.0,Giel Deferm
2013,63.0,Giel Deferm
2007,55.0,Georgi Makaridze
2009,53.5,Georgi Makaridze
2010,52.0,Georgi Makaridze
2011,56.5,Georgi Makaridze
2012,60.0,Georgi Makaridze
2013,60.0,Georgi Makaridze
2007,55.0,Levan Mchedlidze
2008,55.0,Levan Mchedlidze
2009,62.5,Levan Mchedlidze
2010,64.0,Levan Mchedlidze
2011,63.5,Levan Mchedlidze
2012,63.0,Levan Mchedlidze
2013,64.0,Levan Mchedlidze
2014,67.33333333333333,Levan Mchedlidze
2015,69.0,Levan Mchedlidze
2016,70.75,Levan Mchedlidze
2007,66.0,Daryl Janmaat
2008,66.0,Daryl Janmaat
2009,68.0,Daryl Janmaat
2010,68.0,Daryl Janmaat
2011,67.5,Daryl Janmaat
2012,69.5,Daryl Janmaat
2013,73.88888888888889,Daryl Janmaat
2014,75.0,Daryl Janmaat
2015,76.66666666666667,Daryl Janmaat
2007,65.0,Dario Lezcano
2011,65.0,Dario Lezcano
2012,68.5,Dario Lezcano
2013,67.2,Dario Lezcano
2014,66.22222222222223,Dario Lezcano
2015,68.0,Dario Lezcano
2016,70.5,Dario Lezcano
2007,62.0,Riccardo Cazzola
2011,62.0,Riccardo Cazzola
2012,68.5,Riccardo Cazzola
2013,70.42857142857143,Riccardo Cazzola
2014,68.5,Riccardo Cazzola
2015,68.2,Riccardo Cazzola
2007,50.0,Lorenzo Pasciuti
2013,49.333333333333336,Lorenzo Pasciuti
2014,58.0,Lorenzo Pasciuti
2015,67.0,Lorenzo Pasciuti
2016,71.0,Lorenzo Pasciuti
2007,51.0,Jem Karacan
2008,51.0,Jem Karacan
2009,60.0,Jem Karacan
2010,64.0,Jem Karacan
2011,67.5,Jem Karacan
2012,71.0,Jem Karacan
2013,71.2,Jem Karacan
2014,70.0,Jem Karacan
2015,70.83333333333333,Jem Karacan
2016,69.6,Jem Karacan
2007,68.0,Andres Fernandez
2008,68.0,Andres Fernandez
2009,67.5,Andres Fernandez
2010,63.5,Andres Fernandez
2011,65.5,Andres Fernandez
2012,75.0,Andres Fernandez
2013,78.75,Andres Fernandez
2014,75.5,Andres Fernandez
2015,75.0,Andres Fernandez
2007,50.0,Simon Church
2008,50.0,Simon Church
2009,52.5,Simon Church
2010,63.0,Simon Church
2011,65.0,Simon Church
2012,66.5,Simon Church
2013,66.0,Simon Church
2014,65.33333333333333,Simon Church
2015,65.0,Simon Church
2016,65.66666666666667,Simon Church
2007,48.0,Lauri Dalla Valle
2009,56.0,Lauri Dalla Valle
2010,68.5,Lauri Dalla Valle
2011,65.0,Lauri Dalla Valle
2012,63.0,Lauri Dalla Valle
2013,62.25,Lauri Dalla Valle
2014,63.0,Lauri Dalla Valle
2015,63.75,Lauri Dalla Valle
2007,63.0,Simao
2008,63.0,Simao
2009,72.5,Simao
2010,74.0,Simao
2011,72.0,Simao
2012,71.0,Simao
2013,70.66666666666667,Simao
2014,72.4,Simao
2015,73.63636363636364,Simao
2016,75.0,Simao
2007,61.0,Adrian Mrowiec
2008,61.0,Adrian Mrowiec
2009,60.0,Adrian Mrowiec
2010,60.5,Adrian Mrowiec
2011,63.5,Adrian Mrowiec
2012,63.0,Adrian Mrowiec
2013,63.0,Adrian Mrowiec
2014,62.0,Adrian Mrowiec
2007,43.0,Kamil Wilczek
2009,43.0,Kamil Wilczek
2010,45.0,Kamil Wilczek
2011,46.0,Kamil Wilczek
2012,56.0,Kamil Wilczek
2013,58.25,Kamil Wilczek
2014,60.54545454545455,Kamil Wilczek
2015,67.11111111111111,Kamil Wilczek
2016,70.0,Kamil Wilczek
2007,60.0,Abel Hernandez
2009,62.0,Abel Hernandez
2010,71.0,Abel Hernandez
2011,77.0,Abel Hernandez
2012,76.0,Abel Hernandez
2013,73.75,Abel Hernandez
2014,72.0,Abel Hernandez
2015,73.2,Abel Hernandez
2016,73.0,Abel Hernandez
2007,67.0,Magnus Eriksson
2012,67.0,Magnus Eriksson
2013,66.9375,Magnus Eriksson
2014,68.46153846153847,Magnus Eriksson
2015,68.16666666666667,Magnus Eriksson
2016,67.0,Magnus Eriksson
2007,60.0,John Bostock
2008,60.0,John Bostock
2009,68.0,John Bostock
2010,68.0,John Bostock
2011,65.5,John Bostock
2012,66.0,John Bostock
2013,66.0,John Bostock
2015,66.0,John Bostock
2016,66.8,John Bostock
2007,63.0,Gal Shish
2012,63.0,Gal Shish
2013,64.0,Gal Shish
2007,60.0,Gavin Hoyte
2008,60.0,Gavin Hoyte
2009,67.0,Gavin Hoyte
2010,63.0,Gavin Hoyte
2011,61.0,Gavin Hoyte
2012,61.0,Gavin Hoyte
2013,56.0,Gavin Hoyte
2014,57.166666666666664,Gavin Hoyte
2015,60.0,Gavin Hoyte
2016,60.0,Gavin Hoyte
2007,67.0,Fran Merida
2008,67.0,Fran Merida
2009,71.0,Fran Merida
2010,73.5,Fran Merida
2011,74.0,Fran Merida
2012,72.5,Fran Merida
2013,68.0,Fran Merida
2014,71.0,Fran Merida
2015,71.0,Fran Merida
2016,71.0,Fran Merida
2007,65.0,Rafael
